180
17,21,25,40,
34,67,18,61,
42,19,27,9,
32,23,22,30,
22,56,10,64,
22,51,34,65,
28,51,6,43,
9,19,22,92,
35,28,23,75,
28,39,26,6,
21,37,38,74,
19,42,10,18,
28,78,20,32,
21,17,13,22,
28,17,11,64,
28,77,11,66,
20,99,7,73,
22,84,41,24,
28,90,40,19,
20,28,22,61,
28,56,29,12,
23,63,18,68,
29,93,16,71,
29,67,38,19,
17,76,27,82,
18,44,39,69,
21,4,25,19,
29,37,11,48,
24,44,19,12,
18,64,40,23,
31,18,38,18,
20,72,12,53,
23,33,25,48,
40,25,27,35,
41,73,23,52,
25,61,24,48,
5,20,37,72,
23,64,27,77,
27,54,10,74,
13,73,26,4,
8,17,27,78,
11,45,27,52,
23,70,12,16,
20,58,25,51,
22,74,10,40,
37,71,23,59,
25,71,22,71,
26,87,19,77,
4,44,43,25,
13,49,20,33,
25,84,37,23,
26,82,27,31,
26,23,41,28,
18,77,23,93,
37,28,21,60,
38,18,27,28,
4,19,37,17,
21,35,20,23,
25,49,7,67,
17,92,18,51,
10,65,26,39,
17,75,19,60,
28,74,28,60,
41,74,39,20,
18,23,23,72,
23,55,25,72,
12,16,13,43,
22,83,9,17,
41,66,9,41,
24,53,6,48,
28,86,31,28,
6,73,8,40,
17,11,10,43,
21,82,21,62,
18,7,26,29,
27,38,8,20,
42,74,9,28,
7,23,22,53,
18,28,27,99,
23,60,20,70,
20,100,30,34,
24,55,8,22,
26,24,25,61,
6,43,17,60,
17,28,39,73,
7,68,28,21,
8,22,27,13,
9,23,25,77,
19,101,21,10,
12,67,35,64,
22,19,35,66,
30,10,18,57,
21,44,38,28,
15,70,18,39,
18,73,19,89,
18,60,11,67,
18,50,21,22,
23,59,19,87,
23,35,22,25,
29,9,22,97,
25,78,19,22,
35,66,20,20,
18,20,8,44,
18,89,6,65,
27,60,25,50,
23,98,41,68,
29,10,35,17,
5,71,17,20,
13,47,22,83,
11,78,18,42,
26,26,40,72,
5,66,27,88,
28,71,38,24,
20,8,3,49,
40,77,27,34,
10,64,31,20,
27,6,9,65,
10,16,13,76,
28,25,21,7,
27,72,16,12,
27,86,18,50,
37,25,21,26,
23,97,25,59,
8,42,28,101,
37,70,28,81,
6,69,18,55,
36,69,31,19,
20,66,21,12,
35,74,31,25,
40,70,21,34,
25,38,21,89,
27,47,24,86,
6,76,16,10,
11,22,19,32,
40,22,18,8,
22,35,28,93,
4,71,40,76,
21,9,19,84,
7,74,35,76,
29,19,8,23,
29,39,24,43,
17,58,21,38,
26,12,29,46,
22,27,35,27,
18,61,6,50,
11,72,27,80,
12,76,21,76,
19,74,17,90,
27,28,9,69,
36,73,19,86,
20,17,8,19,
34,73,26,37,
27,41,30,18,
28,84,17,51,
12,22,23,78,
20,29,20,58,
26,13,29,58,
24,31,17,75,
12,24,8,50,
25,37,11,26,
23,23,4,70,
16,12,7,72,
10,26,28,52,
28,19,23,74,
9,69,23,24,
21,101,24,76,
19,66,26,10,
23,96,34,22,
18,66,25,90,
26,58,35,21,
26,101,12,47,
21,87,12,64,
23,25,24,87,
23,54,26,34,
29,34,25,92,
27,79,19,73,
25,99,23,99,
36,23,33,69,
37,77,19,97,
28,63,22,31,
