80
113,159,69,19,
133,59,53,157,
114,155,89,14,
153,158,138,67,
179,83,79,138,
85,171,107,175,
21,95,164,74,
103,63,72,169,
78,178,101,95,
63,174,108,59,
136,164,41,78,
45,117,142,93,
40,90,62,57,
69,18,64,62,
31,47,122,79,
90,101,141,81,
76,34,38,127,
86,72,182,67,
139,64,192,106,
87,178,113,109,
41,109,138,138,
68,144,150,137,
23,113,34,67,
86,148,37,46,
104,5,103,16,
182,74,101,9,
76,159,126,158,
11,96,19,129,
19,138,67,180,
16,70,88,167,
14,57,133,67,
87,99,166,107,
133,176,77,178,
139,107,89,47,
124,132,87,6,
173,79,43,88,
187,98,18,146,
107,31,118,159,
37,165,151,174,
131,155,114,66,
63,49,107,39,
11,67,105,50,
135,69,30,115,
55,45,103,189,
129,8,16,107,
84,103,120,11,
93,162,136,46,
130,176,101,28,
60,157,154,87,
140,180,116,162,
30,87,58,134,
146,151,121,95,
22,96,125,6,
65,157,79,13,
83,31,36,45,
64,162,43,166,
113,34,51,144,
9,84,96,46,
34,129,107,30,
173,102,86,170,
80,9,134,39,
79,25,123,122,
126,85,38,80,
115,113,112,146,
102,101,118,162,
107,90,48,156,
14,78,54,67,
92,142,182,75,
89,7,161,63,
93,66,9,94,
176,54,43,71,
89,62,131,107,
109,67,164,113,
133,82,49,164,
158,139,104,100,
143,150,45,83,
114,95,1,111,
139,38,44,171,
40,43,138,111,
133,80,67,135,
