240
23,10,24,47,
19,92,29,75,
40,77,37,64,
31,23,4,43,
18,42,23,14,
19,11,9,25,
24,77,23,50,
23,39,25,66,
22,63,7,42,
20,101,26,62,
34,76,20,22,
17,76,16,46,
4,48,19,35,
41,66,26,67,
40,73,21,97,
21,18,25,65,
13,66,26,25,
12,77,21,69,
7,71,20,26,
27,92,25,100,
37,19,11,44,
17,84,21,6,
28,13,40,75,
27,72,21,21,
10,42,16,23,
30,27,19,70,
26,54,28,58,
22,37,42,74,
38,21,17,72,
11,53,19,54,
8,53,23,42,
25,54,25,40,
22,88,20,17,
20,61,9,27,
28,74,20,63,
7,76,17,19,
9,66,20,45,
25,79,8,22,
37,71,13,18,
34,75,37,23,
26,7,19,61,
27,102,6,50,
17,7,17,6,
18,76,26,29,
21,84,13,42,
22,81,33,75,
12,49,17,23,
39,27,23,35,
18,43,30,70,
35,23,16,36,
23,20,19,91,
27,70,3,44,
11,41,39,28,
23,11,34,69,
27,19,23,21,
8,72,43,25,
23,28,38,72,
29,72,26,21,
27,20,21,57,
30,55,25,12,
41,69,23,84,
22,55,17,65,
36,75,17,59,
4,74,36,76,
19,99,27,39,
22,89,27,102,
23,95,20,20,
21,28,37,16,
9,40,28,100,
26,25,28,56,
28,37,28,41,
23,68,11,20,
19,7,24,78,
41,28,21,40,
11,44,12,28,
17,19,26,83,
17,96,20,59,
16,47,38,65,
35,17,27,5,
27,55,10,73,
41,24,38,26,
30,22,17,48,
17,10,29,84,
28,48,28,12,
8,26,19,71,
28,59,5,45,
5,51,9,71,
23,61,21,17,
22,86,29,97,
5,21,7,17,
25,87,22,33,
10,70,3,20,
23,73,4,68,
37,18,40,27,
24,73,19,48,
36,23,18,98,
25,65,22,90,
26,76,30,20,
25,21,6,41,
29,100,18,35,
27,58,27,35,
26,34,12,75,
29,73,23,10,
19,57,31,22,
39,71,5,25,
28,41,8,65,
18,27,26,28,
16,11,22,56,
37,21,9,23,
21,33,23,59,
28,53,28,17,
21,76,39,69,
18,90,27,53,
9,20,9,28,
40,75,11,64,
9,71,23,18,
18,47,18,65,
18,30,13,67,
33,74,20,98,
8,20,6,27,
26,43,25,5,
6,72,24,37,
41,73,8,68,
21,69,6,48,
10,17,22,25,
18,11,25,33,
17,58,25,63,
29,96,21,68,
22,45,18,99,
41,67,19,18,
19,82,5,46,
24,8,38,22,
20,40,24,99,
14,71,28,81,
18,12,19,24,
8,49,17,68,
40,65,6,20,
21,83,6,19,
19,86,26,51,
18,89,26,38,
33,75,24,13,
25,20,29,54,
23,88,19,101,
28,26,23,97,
23,16,7,73,
19,76,27,12,
13,27,38,67,
23,37,5,42,
25,23,29,90,
17,35,22,68,
40,26,40,29,
25,53,27,55,
9,69,22,95,
8,70,26,39,
20,77,22,66,
21,8,19,32,
18,62,21,22,
35,77,9,26,
23,6,27,9,
26,60,27,34,
7,74,23,38,
7,49,39,27,
30,25,10,68,
29,7,29,20,
29,18,20,9,
32,71,27,88,
9,41,28,51,
39,65,5,24,
23,4,16,71,
7,70,25,24,
4,49,5,76,
28,86,31,25,
38,22,8,67,
21,26,23,36,
25,44,24,43,
40,74,25,67,
33,69,17,73,
24,59,29,23,
35,67,34,74,
4,67,3,73,
30,38,26,90,
19,53,26,92,
27,75,23,94,
25,41,4,71,
18,65,20,36,
20,103,38,21,
22,12,7,77,
28,76,26,82,
21,6,42,19,
41,76,26,37,
10,25,20,85,
35,22,19,63,
29,97,6,66,
28,19,33,74,
22,23,40,22,
13,45,29,28,
26,97,22,17,
28,34,18,13,
5,48,20,38,
20,98,17,96,
24,58,37,73,
23,82,34,72,
26,9,39,67,
26,71,21,62,
42,68,26,6,
11,67,34,64,
37,64,18,64,
18,100,11,49,
42,73,9,46,
38,73,19,80,
24,45,30,9,
17,66,12,53,
28,36,23,17,
43,25,16,97,
31,25,17,76,
24,40,24,28,
19,36,18,32,
17,99,8,74,
20,41,28,27,
36,29,41,76,
33,70,3,26,
33,22,10,27,
11,20,19,52,
16,12,27,91,
33,67,22,36,
11,73,7,52,
28,57,36,68,
30,97,18,57,
25,55,8,66,
28,63,26,58,
37,76,22,44,
20,38,18,88,
12,20,6,17,
35,24,28,98,
25,64,36,22,
40,20,20,81,
18,53,38,19,
23,24,13,74,
26,48,30,19,
37,75,21,27,
