140
3,8,11,37,
15,2,11,50,
6,12,18,9,
1,49,0,4,
18,13,12,51,
9,3,0,16,
18,49,4,0,
17,4,0,40,
9,2,1,0,
10,50,12,6,
3,20,2,49,
9,15,6,46,
20,1,15,37,
9,33,10,0,
13,26,6,24,
3,28,9,5,
0,32,6,35,
9,26,18,13,
3,26,18,17,
17,49,6,17,
4,51,10,1,
12,18,21,16,
0,43,15,33,
17,51,15,52,
9,1,2,0,
2,1,14,50,
16,51,12,47,
3,44,12,16,
9,20,6,51,
6,37,9,39,
16,0,6,22,
0,50,6,7,
5,52,18,49,
6,24,6,14,
15,26,9,24,
18,28,1,52,
19,48,18,28,
21,22,16,37,
21,21,13,15,
3,42,17,0,
21,46,21,5,
6,22,21,2,
9,35,9,28,
18,50,13,37,
10,51,7,3,
13,51,3,28,
6,45,6,27,
15,48,0,32,
3,30,0,39,
21,39,18,41,
21,5,12,20,
11,3,0,26,
6,34,15,46,
2,3,18,0,
5,1,9,40,
18,40,6,3,
21,49,6,8,
9,48,12,49,
0,27,6,11,
12,8,3,3,
9,10,0,13,
15,39,8,15,
12,46,3,9,
6,46,3,24,
15,5,18,16,
6,51,15,4,
15,8,18,12,
10,52,7,52,
12,6,18,2,
15,43,15,0,
2,52,16,3,
9,36,11,4,
1,50,9,35,
8,52,0,48,
13,4,12,15,
16,52,17,52,
15,22,12,23,
21,42,13,1,
9,32,11,1,
16,1,12,45,
13,48,21,29,
9,9,6,52,
14,1,6,45,
21,4,1,15,
6,1,18,47,
12,45,9,52,
0,12,12,3,
0,16,15,34,
4,3,21,8,
17,37,16,4,
9,47,8,50,
3,39,0,15,
20,3,17,26,
21,9,12,10,
18,15,11,49,
18,17,2,51,
21,30,3,12,
15,41,3,5,
12,37,21,17,
11,15,21,50,
17,48,14,48,
20,0,3,43,
18,35,12,27,
21,44,15,40,
12,29,8,26,
18,33,15,41,
12,16,2,1,
13,50,3,42,
12,44,15,28,
6,25,0,25,
21,3,9,4,
9,42,6,49,
18,18,6,9,
6,39,0,18,
12,35,20,48,
8,1,9,26,
0,42,21,36,
3,16,15,3,
4,48,3,36,
18,14,9,14,
9,14,18,48,
12,42,6,21,
3,38,15,50,
3,51,3,25,
0,13,12,26,
1,26,9,23,
8,26,0,35,
9,28,15,13,
3,37,5,48,
11,2,8,49,
3,0,0,8,
12,9,1,51,
1,2,16,48,
15,21,3,32,
18,7,3,7,
12,38,12,42,
19,0,17,3,
1,51,10,26,
6,42,14,52,
0,51,3,10,
