240
17,23,30,60,
19,27,5,47,
30,35,19,84,
17,72,21,89,
11,71,31,19,
22,29,20,47,
19,25,19,86,
25,5,27,39,
15,71,23,15,
24,54,18,59,
11,27,10,24,
23,23,9,69,
7,71,29,91,
24,57,24,88,
28,74,24,58,
29,96,11,48,
36,68,22,42,
28,50,22,13,
27,90,26,82,
23,81,29,27,
18,85,5,69,
28,27,11,50,
28,18,26,34,
43,68,22,16,
6,25,3,26,
7,42,41,24,
23,14,11,23,
24,62,36,69,
22,37,17,51,
9,27,13,48,
36,73,8,44,
30,24,20,22,
29,56,22,51,
26,49,7,22,
21,45,36,18,
35,69,17,42,
27,102,24,63,
38,16,19,89,
21,99,23,60,
37,64,24,64,
11,28,25,5,
20,23,29,97,
20,36,40,25,
24,69,30,28,
25,103,10,65,
9,52,28,39,
11,26,21,87,
24,5,7,73,
21,91,23,6,
20,62,30,97,
21,101,20,37,
22,63,8,76,
18,5,26,44,
22,48,9,41,
30,20,25,45,
20,103,20,72,
25,76,30,91,
18,10,17,75,
40,29,27,90,
7,72,10,70,
18,98,28,98,
10,68,18,29,
33,66,6,73,
34,76,15,46,
17,71,22,58,
27,10,8,74,
28,9,12,66,
13,24,29,57,
23,77,7,70,
40,25,20,40,
26,72,40,70,
26,21,38,23,
23,43,29,36,
35,64,21,67,
9,53,30,18,
14,23,9,74,
29,59,21,57,
20,19,27,46,
28,11,20,39,
11,65,22,61,
18,58,27,47,
18,64,4,44,
21,43,18,80,
20,74,26,33,
35,71,36,74,
42,69,5,23,
28,37,30,59,
24,61,8,72,
11,48,6,46,
7,68,5,25,
17,99,21,34,
10,43,6,49,
10,66,28,8,
28,97,22,8,
22,70,37,64,
22,79,17,33,
6,76,24,95,
17,28,26,9,
37,76,19,62,
26,78,22,69,
10,71,42,68,
19,61,23,44,
30,96,28,48,
26,35,25,8,
27,56,28,84,
6,49,27,75,
25,80,9,73,
17,24,4,49,
25,79,28,34,
23,6,27,45,
9,68,30,93,
20,77,26,76,
29,46,30,56,
7,75,17,36,
27,63,19,26,
29,25,38,21,
40,66,5,75,
10,64,26,36,
43,73,25,53,
27,65,36,68,
22,45,9,50,
10,52,13,21,
38,66,26,49,
23,11,29,20,
20,68,15,71,
27,31,7,77,
27,30,10,46,
26,60,18,60,
18,13,39,27,
28,22,24,22,
16,12,24,45,
5,73,18,17,
7,52,23,71,
33,68,19,80,
22,101,17,26,
28,99,29,37,
29,75,21,97,
25,51,17,60,
17,66,30,39,
8,72,29,83,
27,42,23,63,
13,67,25,81,
20,28,12,76,
23,57,10,73,
21,87,18,28,
18,67,28,69,
9,75,24,46,
41,19,11,19,
41,22,23,94,
27,59,23,87,
25,27,25,86,
12,27,41,22,
16,92,28,49,
20,76,23,95,
17,22,28,93,
7,73,6,24,
21,89,20,46,
26,17,19,48,
28,36,7,48,
37,24,4,68,
27,72,29,68,
29,12,40,21,
24,77,27,67,
36,72,10,19,
28,77,18,54,
4,68,24,47,
27,81,10,53,
21,29,28,65,
24,36,27,29,
20,17,39,74,
19,70,35,73,
25,48,4,71,
18,23,28,25,
30,37,36,73,
25,61,17,68,
9,72,10,21,
11,70,37,27,
28,66,26,37,
4,70,28,21,
25,7,22,100,
20,53,8,65,
37,72,18,100,
37,17,21,100,
21,50,28,90,
9,28,13,75,
8,76,22,99,
26,87,22,36,
24,80,17,100,
3,74,24,97,
28,78,22,65,
12,22,38,26,
20,69,42,73,
5,42,24,73,
24,56,24,81,
27,39,18,71,
26,91,25,7,
29,47,20,24,
11,40,18,76,
18,46,20,97,
11,68,39,22,
37,23,28,33,
22,69,22,62,
34,75,29,12,
38,24,9,19,
7,18,19,38,
12,28,22,59,
15,70,21,36,
21,25,11,30,
4,69,17,84,
13,75,25,25,
24,81,18,20,
13,49,27,66,
4,44,26,27,
9,47,24,56,
27,5,25,47,
19,88,16,9,
22,78,18,31,
11,52,19,29,
19,47,22,30,
39,77,20,92,
18,47,20,21,
21,47,9,27,
5,72,41,73,
26,70,9,26,
24,35,35,26,
20,86,42,19,
23,17,9,21,
20,66,12,19,
27,19,38,72,
19,84,28,61,
17,41,6,51,
27,98,8,52,
6,50,26,77,
15,22,24,30,
21,26,21,83,
22,24,9,49,
9,67,23,62,
19,79,8,53,
23,13,7,53,
10,26,24,12,
