60
18,27,26,42,
11,66,24,65,
20,36,29,90,
18,85,3,49,
25,27,18,92,
4,26,27,75,
26,12,22,65,
34,23,5,23,
27,7,26,77,
5,72,29,56,
17,91,22,84,
41,25,28,46,
28,91,28,29,
30,55,25,37,
18,89,4,22,
18,34,28,22,
19,26,24,30,
8,49,22,34,
25,8,20,55,
38,72,7,75,
20,78,5,52,
22,88,9,27,
25,19,20,49,
13,21,20,65,
7,71,36,23,
5,28,23,55,
39,27,28,56,
19,47,23,53,
25,49,4,23,
20,41,22,12,
22,43,23,17,
9,71,6,23,
24,82,26,31,
18,72,19,80,
13,73,18,65,
20,11,6,21,
6,44,21,23,
17,71,18,86,
19,43,27,84,
16,70,29,40,
24,80,26,34,
16,11,18,82,
28,80,22,92,
28,26,24,82,
17,97,12,51,
19,55,12,43,
7,73,3,73,
26,32,26,59,
21,77,18,27,
26,56,26,88,
11,54,28,47,
24,98,28,25,
7,69,31,70,
18,42,23,69,
18,9,41,26,
40,27,7,20,
20,9,25,11,
19,25,27,37,
6,46,26,24,
29,99,41,28,
