60
12,8,24,29,
3,10,24,17,
29,26,27,10,
15,29,18,7,
18,31,24,30,
28,5,21,6,
29,25,22,20,
24,6,29,15,
0,19,27,24,
22,16,17,16,
29,6,2,17,
10,16,24,1,
20,5,14,18,
0,25,6,22,
28,21,6,8,
31,30,11,4,
4,10,25,22,
4,17,23,20,
9,3,16,27,
19,1,24,7,
10,23,13,26,
23,23,9,30,
6,28,26,6,
27,5,10,13,
17,15,11,24,
5,28,6,15,
5,20,12,5,
5,9,20,23,
28,28,30,10,
2,2,0,15,
16,5,4,8,
3,19,1,9,
6,12,8,10,
3,3,22,11,
18,3,17,25,
28,31,1,6,
29,31,22,17,
12,16,25,23,
14,10,10,25,
21,22,22,2,
9,1,14,3,
21,4,23,1,
7,29,4,12,
15,7,26,30,
16,8,18,0,
26,15,6,0,
8,15,7,11,
12,3,4,10,
2,29,0,22,
12,1,12,22,
22,20,10,26,
4,18,10,18,
23,18,0,2,
10,3,8,7,
25,24,5,14,
13,16,12,28,
0,14,9,14,
1,9,31,4,
22,26,16,15,
25,27,2,6,
